"freq,nrg_bal,siec,unit,geo\TIME_PERIOD"	2021	2022	2023	2024
"A,FC_IND_CPC_E,C0379,TJ_GCV,MT"	0	0	0	0
"A,FC_IND_CPC_E,C0379,TJ_GCV,NL"	0	0	0	0
"A,FC_IND_CPC_E,C0379,TJ_GCV,NO"	0	0	0	0
"A,FC_IND_CPC_E,C0379,TJ_GCV,PL"	0	0	0	0
"A,FC_IND_CPC_E,C0379,TJ_GCV,PT"	0	0	0	0
"A,FC_IND_CPC_E,C0379,TJ_GCV,RO"	0	0	0	0
"A,FC_IND_CPC_E,C0379,TJ_GCV,RS"	0	0	0	0
"A,FC_IND_CPC_E,C0379,TJ_GCV,SE"	0	0	0	417.053
"A,FC_IND_CPC_E,C0379,TJ_GCV,SI"	0	0	0	0
"A,FC_IND_CPC_E,C0379,TJ_GCV,SK"	0	0	0	0
"A,FC_IND_CPC_E,C0379,TJ_GCV,TR"	0	0	0	0
"A,FC_IND_CPC_E,C0379,TJ_GCV,UA"	: 	: 	: 	: 
"A,FC_IND_CPC_E,C0379,TJ_GCV,UK"	: 	: 	: 	: 
"A,FC_IND_CPC_E,C0379,TJ_GCV,XK"	0	0	0	0
"A,FC_IND_CPC_E,G3000,TJ_GCV,AL"	0	0	0	0
"A,FC_IND_CPC_E,G3000,TJ_GCV,AT"	23122.873	18984.386	17671.368	19229.226
"A,FC_IND_CPC_E,G3000,TJ_GCV,BA"	81	122	117	: 
"A,FC_IND_CPC_E,G3000,TJ_GCV,BE"	76412.6	59957.5	61435.8	69231.300 d
"A,FC_IND_CPC_E,G3000,TJ_GCV,BG"	10210.872	6735.788	6368.373	6643.728
"A,FC_IND_CPC_E,G3000,TJ_GCV,CY"	0	0	0	0
"A,FC_IND_CPC_E,G3000,TJ_GCV,CZ"	12735.109	12898.2	9553.77	10758.196
"A,FC_IND_CPC_E,G3000,TJ_GCV,DE"	263983.72	219956.026	222034.465	215460.871
"A,FC_IND_CPC_E,G3000,TJ_GCV,DK"	5016.236	3999.703	4199.383	4572.74
"A,FC_IND_CPC_E,G3000,TJ_GCV,EA20"	836627.521	667402.783	668032.54	676583.514
"A,FC_IND_CPC_E,G3000,TJ_GCV,EA21"	846838.393	674138.571	674400.913	683227.242
"A,FC_IND_CPC_E,G3000,TJ_GCV,EE"	240.194	146.123	136.287	161.702
"A,FC_IND_CPC_E,G3000,TJ_GCV,EL"	1412.552	7089.25	4979.259	7517.173
"A,FC_IND_CPC_E,G3000,TJ_GCV,ES"	148530	111698	114568	108201
"A,FC_IND_CPC_E,G3000,TJ_GCV,EU27_2020"	938718.638	729765.771	726252.125	742901.231
"A,FC_IND_CPC_E,G3000,TJ_GCV,FI"	2594	2389	3388	2658
"A,FC_IND_CPC_E,G3000,TJ_GCV,FR"	125358.323	106313.27	104911.023	115375.35
"A,FC_IND_CPC_E,G3000,TJ_GCV,GE"	3842.746	4123.171	3898.447	3810.697
"A,FC_IND_CPC_E,G3000,TJ_GCV,HR"	4025	1298.256	1956.889	1825.333
"A,FC_IND_CPC_E,G3000,TJ_GCV,HU"	10833	9122	10313	12230
"A,FC_IND_CPC_E,G3000,TJ_GCV,IE"	6041.495	5537.529	5430.809	5893.23
"A,FC_IND_CPC_E,G3000,TJ_GCV,IS"	0	: 	0	: 
"A,FC_IND_CPC_E,G3000,TJ_GCV,IT"	68753.384	39205.156	37340.29	36346.378
"A,FC_IND_CPC_E,G3000,TJ_GCV,LI"	0	0	0	: 
"A,FC_IND_CPC_E,G3000,TJ_GCV,LT"	5559	4737	3830	4189
"A,FC_IND_CPC_E,G3000,TJ_GCV,LU"	125.059	75.928	63.699	68.438
"A,FC_IND_CPC_E,G3000,TJ_GCV,LV"	365.493	259.104	210.849	208.864
"A,FC_IND_CPC_E,G3000,TJ_GCV,MD"	91	60.9	63.9	66.8
"A,FC_IND_CPC_E,G3000,TJ_GCV,ME"	0	0	0	0
"A,FC_IND_CPC_E,G3000,TJ_GCV,MK"	116	92.629	92.98	103.054
"A,FC_IND_CPC_E,G3000,TJ_GCV,MT"	0	0	0	0
"A,FC_IND_CPC_E,G3000,TJ_GCV,NL"	96007.994	77581.07	78244.409	76273.157
"A,FC_IND_CPC_E,G3000,TJ_GCV,NO"	5100.494	5057.801	4286.045	2935.352
"A,FC_IND_CPC_E,G3000,TJ_GCV,PL"	20986.193	14363.526	17703.867	20858.891
"A,FC_IND_CPC_E,G3000,TJ_GCV,PT"	6919.197	5853.919	5778.243	6472.652
"A,FC_IND_CPC_E,G3000,TJ_GCV,RO"	37899.87	12491.221	7904.763	9067.912
"A,FC_IND_CPC_E,G3000,TJ_GCV,RS"	4092.107	4182.279	4123.384	4005.769
"A,FC_IND_CPC_E,G3000,TJ_GCV,SE"	4409.837	2752.55	2176.43	2186.249
"A,FC_IND_CPC_E,G3000,TJ_GCV,SI"	2318.264	2170.729	2042.042	1777.841
"A,FC_IND_CPC_E,G3000,TJ_GCV,SK"	4931	4133	3993	5694
"A,FC_IND_CPC_E,G3000,TJ_GCV,TR"	117049.939	82902.611	76009.456	78687.026
"A,FC_IND_CPC_E,G3000,TJ_GCV,UA"	7581.455	4378.553	: 	: 
"A,FC_IND_CPC_E,G3000,TJ_GCV,UK"	: 	: 	: 	: 
"A,FC_IND_CPC_E,G3000,TJ_GCV,XK"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,AL"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,AT"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,BA"	0	0	0	: 
"A,FC_IND_CPC_NE,C0350,TJ_GCV,BE"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,BG"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,CY"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,CZ"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,DE"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,DK"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,EA20"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,EA21"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,EE"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,EL"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,ES"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,EU27_2020"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,FI"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,FR"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,GE"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,HR"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,HU"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,IE"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,IS"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,IT"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,LI"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,LT"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,LU"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,LV"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,MD"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,ME"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,MK"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,MT"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,NL"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,NO"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,PL"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,PT"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,RO"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,RS"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,SE"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,SI"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,SK"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,TR"	0	0	0	0
"A,FC_IND_CPC_NE,C0350,TJ_GCV,UA"	: 	: 	: 	: 
"A,FC_IND_CPC_NE,C0350,TJ_GCV,UK"	: 	: 	: 	: 
"A,FC_IND_CPC_NE,C0350,TJ_GCV,XK"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,AL"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,AT"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,BA"	0	0	0	: 
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,BE"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,BG"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,CY"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,CZ"	724.617	800.408	698.994	680.885
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,DE"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,DK"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,EA20"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,EA21"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,EE"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,EL"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,ES"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,EU27_2020"	724.617	800.408	698.994	680.885
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,FI"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,FR"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,GE"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,HR"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,HU"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,IE"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,IS"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,IT"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,LI"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,LT"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,LU"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,LV"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,MD"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,ME"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,MK"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,MT"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,NL"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,NO"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,PL"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,PT"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,RO"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,RS"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,SE"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,SI"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,SK"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,TR"	0	0	0	0
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,UA"	: 	: 	: 	: 
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,UK"	: 	: 	: 	: 
"A,FC_IND_CPC_NE,C0350-0370,TJ_GCV,XK"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,AL"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,AT"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,BA"	0	0	0	: 
"A,FC_IND_CPC_NE,C0360,TJ_GCV,BE"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,BG"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,CY"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,CZ"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,DE"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,DK"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,EA20"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,EA21"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,EE"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,EL"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,ES"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,EU27_2020"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,FI"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,FR"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,GE"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,HR"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,HU"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,IE"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,IS"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,IT"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,LI"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,LT"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,LU"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,LV"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,MD"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,ME"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,MK"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,MT"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,NL"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,NO"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,PL"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,PT"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,RO"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,RS"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,SE"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,SI"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,SK"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,TR"	0	0	0	0
"A,FC_IND_CPC_NE,C0360,TJ_GCV,UA"	: 	: 	: 	: 
"A,FC_IND_CPC_NE,C0360,TJ_GCV,UK"	: 	: 	: 	: 
"A,FC_IND_CPC_NE,C0360,TJ_GCV,XK"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,AL"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,AT"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,BA"	0	0	0	: 
"A,FC_IND_CPC_NE,C0371,TJ_GCV,BE"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,BG"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,CY"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,CZ"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,DE"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,DK"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,EA20"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,EA21"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,EE"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,EL"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,ES"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,EU27_2020"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,FI"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,FR"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,GE"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,HR"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,HU"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,IE"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,IS"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,IT"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,LI"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,LT"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,LU"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,LV"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,MD"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,ME"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,MK"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,MT"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,NL"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,NO"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,PL"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,PT"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,RO"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,RS"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,SE"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,SI"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,SK"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,TR"	0	0	0	0
"A,FC_IND_CPC_NE,C0371,TJ_GCV,UA"	: 	: 	: 	: 
"A,FC_IND_CPC_NE,C0371,TJ_GCV,UK"	: 	: 	: 	: 
"A,FC_IND_CPC_NE,C0371,TJ_GCV,XK"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,AL"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,AT"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,BA"	0	0	0	: 
"A,FC_IND_CPC_NE,C0379,TJ_GCV,BE"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,BG"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,CY"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,CZ"	724.617	800.408	698.994	680.885
"A,FC_IND_CPC_NE,C0379,TJ_GCV,DE"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,DK"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,EA20"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,EA21"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,EE"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,EL"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,ES"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,EU27_2020"	724.617	800.408	698.994	680.885
"A,FC_IND_CPC_NE,C0379,TJ_GCV,FI"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,FR"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,GE"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,HR"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,HU"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,IE"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,IS"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,IT"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,LI"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,LT"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,LU"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,LV"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,MD"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,ME"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,MK"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,MT"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,NL"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,NO"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,PL"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,PT"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,RO"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,RS"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,SE"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,SI"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,SK"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,TR"	0	0	0	0
"A,FC_IND_CPC_NE,C0379,TJ_GCV,UA"	: 	: 	: 	: 
"A,FC_IND_CPC_NE,C0379,TJ_GCV,UK"	: 	: 	: 	: 
"A,FC_IND_CPC_NE,C0379,TJ_GCV,XK"	0	0	0	0
"A,FC_IND_CPC_NE,G3000,TJ_GCV,AL"	0	0	0	0
"A,FC_IND_CPC_NE,G3000,TJ_GCV,AT"	15319.362	13652.687	14234.312	12256.696
"A,FC_IND_CPC_NE,G3000,TJ_GCV,BA"	0	0	0	: 
"A,FC_IND_CPC_NE,G3000,TJ_GCV,BE"	37155.5	31987.1	30828.7	0
"A,FC_IND_CPC_NE,G3000,TJ_GCV,BG"	7486.856	5970.327	5516.913	5717.409
"A,FC_IND_CPC_NE,G3000,TJ_GCV,CY"	0	0	0	0
"A,FC_IND_CPC_NE,G3000,TJ_GCV,CZ"	3828.378	2869.244	2447.489	2870.267
"A,FC_IND_CPC_NE,G3000,TJ_GCV,DE"	134199	82714	83603.13	71181.902
"A,FC_IND_CPC_NE,G3000,TJ_GCV,DK"	0	0	0	0
"A,FC_IND_CPC_NE,G3000,TJ_GCV,EA20"	476882.242	331190.391	333986.647	289866.741
"A,FC_IND_CPC_NE,G3000,TJ_GCV,EA21"	484369.098	337160.718	339503.56	295584.15
"A,FC_IND_CPC_NE,G3000,TJ_GCV,EE"	0	0	0	0
"A,FC_IND_CPC_NE,G3000,TJ_GCV,EL"	14163.791	989.022	5474.19	0
"A,FC_IND_CPC_NE,G3000,TJ_GCV,ES"	27843	19903	21102	17274
"A,FC_IND_CPC_NE,G3000,TJ_GCV,EU27_2020"	639189.408	443238.687	435601.226	394188.9
"A,FC_IND_CPC_NE,G3000,TJ_GCV,FI"	2099	2219	1931	0
"A,FC_IND_CPC_NE,G3000,TJ_GCV,FR"	36257.692	36088.652	37247.327	42256.687
"A,FC_IND_CPC_NE,G3000,TJ_GCV,GE"	6484.019	6973.689	6706.327	6399.134
"A,FC_IND_CPC_NE,G3000,TJ_GCV,HR"	12288.889	2412.167	5163.556	4489.333
"A,FC_IND_CPC_NE,G3000,TJ_GCV,HU"	24873	15029	21264	16146
"A,FC_IND_CPC_NE,G3000,TJ_GCV,IE"	0	0	0	0
"A,FC_IND_CPC_NE,G3000,TJ_GCV,IS"	0	: 	0	: 
"A,FC_IND_CPC_NE,G3000,TJ_GCV,IT"	30882.06	25587.32	21284.926	20407.925
"A,FC_IND_CPC_NE,G3000,TJ_GCV,LI"	0	0	0	: 
"A,FC_IND_CPC_NE,G3000,TJ_GCV,LT"	36732	22236	21991	26173
"A,FC_IND_CPC_NE,G3000,TJ_GCV,LU"	0	0	0	0
"A,FC_IND_CPC_NE,G3000,TJ_GCV,LV"	0	0	0	0
"A,FC_IND_CPC_NE,G3000,TJ_GCV,MD"	0	0	0	0
"A,FC_IND_CPC_NE,G3000,TJ_GCV,ME"	0	0	0	0
"A,FC_IND_CPC_NE,G3000,TJ_GCV,MK"	0	0	0	0
"A,FC_IND_CPC_NE,G3000,TJ_GCV,MT"	0	0	0	0
"A,FC_IND_CPC_NE,G3000,TJ_GCV,NL"	108169.74	75736.335	74420.881	76406.227
"A,FC_IND_CPC_NE,G3000,TJ_GCV,NO"	17271.474	15586.991	14793.502	5835.517
"A,FC_IND_CPC_NE,G3000,TJ_GCV,PL"	91054.987	79064.522	63223.467	66725.269
"A,FC_IND_CPC_NE,G3000,TJ_GCV,PT"	2601.934	2289.018	2554.354	2611.815
"A,FC_IND_CPC_NE,G3000,TJ_GCV,RO"	18404.007	1333.484	1061.721	1090.695
"A,FC_IND_CPC_NE,G3000,TJ_GCV,RS"	4943.403	0	0	0
"A,FC_IND_CPC_NE,G3000,TJ_GCV,SE"	16659.938	7781.719	8100.989	11772.519
"A,FC_IND_CPC_NE,G3000,TJ_GCV,SI"	271.282	245.072	204.25	229.156
"A,FC_IND_CPC_NE,G3000,TJ_GCV,SK"	18899	15131	13947	16580
"A,FC_IND_CPC_NE,G3000,TJ_GCV,TR"	37117.318	26245.135	41164.816	37944.708
"A,FC_IND_CPC_NE,G3000,TJ_GCV,UA"	99336.449	42348.504	: 	: 
"A,FC_IND_CPC_NE,G3000,TJ_GCV,UK"	: 	: 	: 	: 
"A,FC_IND_CPC_NE,G3000,TJ_GCV,XK"	0	0	0	0
"A,FC_IND_E,C0350,TJ_GCV,AL"	0	0	0	0
"A,FC_IND_E,C0350,TJ_GCV,AT"	3925.253	3488.378	3435.421	3271.517
"A,FC_IND_E,C0350,TJ_GCV,BA"	697	588	367	: 
"A,FC_IND_E,C0350,TJ_GCV,BE"	5879.4	6008	5713.1	5761.8
"A,FC_IND_E,C0350,TJ_GCV,BG"	0	0	0	0
