"freq,stk_flow,siec,unit,geo\TIME_PERIOD"	2022	2023	2024
"A,STKOP_CG,G3000,MIO_M3,ME"	0	0	0
"A,STKOP_CG,G3000,MIO_M3,MK"	0	0	0
"A,STKOP_CG,G3000,MIO_M3,MT"	0	0	0
"A,STKOP_CG,G3000,MIO_M3,NL"	42835.982	42835.982	42835.982
"A,STKOP_CG,G3000,MIO_M3,NO"	0	0	0
"A,STKOP_CG,G3000,MIO_M3,PL"	8041.508	8035.707	8035.285
"A,STKOP_CG,G3000,MIO_M3,PT"	278.5	278.5	278.5
"A,STKOP_CG,G3000,MIO_M3,RO"	0	0	0
"A,STKOP_CG,G3000,MIO_M3,RS"	0	0	0
"A,STKOP_CG,G3000,MIO_M3,SE"	0	0	0
"A,STKOP_CG,G3000,MIO_M3,SI"	0	0	0
"A,STKOP_CG,G3000,MIO_M3,SK"	0	0	0
"A,STKOP_CG,G3000,MIO_M3,TR"	3360	3430	3430
"A,STKOP_CG,G3000,MIO_M3,UA"	0	: 	: 
"A,STKOP_CG,G3000,MIO_M3,XK"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,AL"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,AT"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,BA"	0	0	: 
"A,STKOP_CG,G3000,TJ_GCV,BE"	25750	26796	26796
"A,STKOP_CG,G3000,TJ_GCV,BG"	28671.3	28671.3	28671.3
"A,STKOP_CG,G3000,TJ_GCV,CY"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,CZ"	48265.4	48265.4	59787.841
"A,STKOP_CG,G3000,TJ_GCV,DE"	560335.536	547859.376	547859.376
"A,STKOP_CG,G3000,TJ_GCV,DK"	55272.176	54929.736	54867.978
"A,STKOP_CG,G3000,TJ_GCV,EA20"	2163064.566	2151634.406	2151634.406
"A,STKOP_CG,G3000,TJ_GCV,EA21"	2191735.866	2180305.706	2180305.706
"A,STKOP_CG,G3000,TJ_GCV,EE"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,EL"	0	0	: 
"A,STKOP_CG,G3000,TJ_GCV,ES"	137530.584	137530.584	137530.584
"A,STKOP_CG,G3000,TJ_GCV,EU27_2020"	2783290.149	2770079.521	2781652.803
"A,STKOP_CG,G3000,TJ_GCV,FI"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,FR"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,GE"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,HR"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,HU"	237273	236054	236183
"A,STKOP_CG,G3000,TJ_GCV,IE"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,IS"	: 	0	: 
"A,STKOP_CG,G3000,TJ_GCV,IT"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,LI"	0	0	: 
"A,STKOP_CG,G3000,TJ_GCV,LT"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,LU"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,LV"	81.979	81.979	81.979
"A,STKOP_CG,G3000,TJ_GCV,MD"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,ME"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,MK"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,MT"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,NL"	1428116.467	1428116.467	1428116.467
"A,STKOP_CG,G3000,TJ_GCV,NO"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,PL"	250743.707	250524.679	250508.278
"A,STKOP_CG,G3000,TJ_GCV,PT"	11250	11250	11250
"A,STKOP_CG,G3000,TJ_GCV,RO"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,RS"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,SE"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,SI"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,SK"	0	0	0
"A,STKOP_CG,G3000,TJ_GCV,TR"	128688	131382.72	131382.72
"A,STKOP_CG,G3000,TJ_GCV,UA"	0	: 	: 
"A,STKOP_CG,G3000,TJ_GCV,XK"	0	0	0
"A,STKOP_NAT,G3000,MIO_M3,AL"	0	0	0
"A,STKOP_NAT,G3000,MIO_M3,AT"	3032.795	7681.855	8359.317
"A,STKOP_NAT,G3000,MIO_M3,BA"	0	0	: 
"A,STKOP_NAT,G3000,MIO_M3,BE"	656.8	792.4	879
"A,STKOP_NAT,G3000,MIO_M3,BG"	261.255	444.063	445.639
"A,STKOP_NAT,G3000,MIO_M3,CY"	0	0	0
"A,STKOP_NAT,G3000,MIO_M3,CZ"	1689.868	2922.196	3062.641
"A,STKOP_NAT,G3000,MIO_M3,DE"	12758.852	21765.676	20743.07
"A,STKOP_NAT,G3000,MIO_M3,DK"	2085.47	2287.905	2273.784
"A,STKOP_NAT,G3000,MIO_M3,EA20"	47673.605	77146.289	77679.122
"A,STKOP_NAT,G3000,MIO_M3,EA21"	47934.86	77590.352	78124.761
"A,STKOP_NAT,G3000,MIO_M3,EE"	0	0	0
"A,STKOP_NAT,G3000,MIO_M3,EL"	108.8	183.614	80.814
"A,STKOP_NAT,G3000,MIO_M3,ES"	2676.5	3760.085	3357.231
"A,STKOP_NAT,G3000,MIO_M3,EU27_2020"	59661.888	93416.634	95836.889
"A,STKOP_NAT,G3000,MIO_M3,FI"	35	76	132.4
"A,STKOP_NAT,G3000,MIO_M3,FR"	7189.166	10555.103	10413.337
"A,STKOP_NAT,G3000,MIO_M3,GE"	0	0	0
"A,STKOP_NAT,G3000,MIO_M3,HR"	304.1	478.9	360.8
"A,STKOP_NAT,G3000,MIO_M3,HU"	3131	4419	5754
"A,STKOP_NAT,G3000,MIO_M3,IE"	0	0	0
"A,STKOP_NAT,G3000,MIO_M3,IS"	: 	0	: 
"A,STKOP_NAT,G3000,MIO_M3,IT"	13263.875	15844.534	16301.129
"A,STKOP_NAT,G3000,MIO_M3,LI"	0	0	: 
"A,STKOP_NAT,G3000,MIO_M3,LT"	80.63	99.33	39.43
"A,STKOP_NAT,G3000,MIO_M3,LU"	0	0	0
"A,STKOP_NAT,G3000,MIO_M3,LV"	11.701	9.821	10.965
"A,STKOP_NAT,G3000,MIO_M3,MD"	15.86	99.35	23.42
"A,STKOP_NAT,G3000,MIO_M3,ME"	0	0	0
"A,STKOP_NAT,G3000,MIO_M3,MK"	1.126	1.115	1.017
"A,STKOP_NAT,G3000,MIO_M3,MT"	60.152	60.347	33.411
"A,STKOP_NAT,G3000,MIO_M3,NL"	5271.505	11672.776	12635.13
"A,STKOP_NAT,G3000,MIO_M3,NO"	181.155	171.012	162.294
"A,STKOP_NAT,G3000,MIO_M3,PL"	3192.781	3718.094	3946.273
"A,STKOP_NAT,G3000,MIO_M3,PT"	374.729	597.848	488.088
"A,STKOP_NAT,G3000,MIO_M3,RO"	1627.849	2460.45	2637.06
"A,STKOP_NAT,G3000,MIO_M3,RS"	192.203	581.98	723.972
"A,STKOP_NAT,G3000,MIO_M3,SE"	0.06	18.637	38.37
"A,STKOP_NAT,G3000,MIO_M3,SI"	0	0	0
"A,STKOP_NAT,G3000,MIO_M3,SK"	1849	3568	3845
"A,STKOP_NAT,G3000,MIO_M3,TR"	1914.57	5334.46	5442.4
"A,STKOP_NAT,G3000,MIO_M3,UA"	12934	: 	: 
"A,STKOP_NAT,G3000,MIO_M3,UK"	: 	: 	: 
"A,STKOP_NAT,G3000,MIO_M3,XK"	0	0	0
"A,STKOP_NAT,G3000,TJ_GCV,AL"	0	0	0
"A,STKOP_NAT,G3000,TJ_GCV,AT"	116809.793	299088.19	325603.626
"A,STKOP_NAT,G3000,TJ_GCV,BA"	0	0	: 
"A,STKOP_NAT,G3000,TJ_GCV,BE"	25895.6	31204.1	34870.1
"A,STKOP_NAT,G3000,TJ_GCV,BG"	10074.572	17360.637	17441.643
"A,STKOP_NAT,G3000,TJ_GCV,CY"	0	0	0
"A,STKOP_NAT,G3000,TJ_GCV,CZ"	65384.827	113412.354	119855.792
"A,STKOP_NAT,G3000,TJ_GCV,DE"	497442.103	848600.165	808730.816
"A,STKOP_NAT,G3000,TJ_GCV,DK"	80083.426	89745.175	90667.175
"A,STKOP_NAT,G3000,TJ_GCV,EA20"	1840703.435	2965782.505	2980001.733
"A,STKOP_NAT,G3000,TJ_GCV,EA21"	1850778.007	2983143.142	2997443.376
"A,STKOP_NAT,G3000,TJ_GCV,EE"	0	0	0
"A,STKOP_NAT,G3000,TJ_GCV,EL"	4892.671	8089.982	3782.36
"A,STKOP_NAT,G3000,TJ_GCV,ES"	108328.593	152185.603	135880.482
"A,STKOP_NAT,G3000,TJ_GCV,EU27_2020"	2300876.476	3595789.118	3687820.683
"A,STKOP_NAT,G3000,TJ_GCV,FI"	1356	2940	5091
"A,STKOP_NAT,G3000,TJ_GCV,FR"	300219.58	440781.104	434860.962
"A,STKOP_NAT,G3000,TJ_GCV,GE"	0	0	0
"A,STKOP_NAT,G3000,TJ_GCV,HR"	11826.111	19688.1	14832.9
"A,STKOP_NAT,G3000,TJ_GCV,HU"	121466	173122	226119
"A,STKOP_NAT,G3000,TJ_GCV,IE"	0	0	0
"A,STKOP_NAT,G3000,TJ_GCV,IS"	: 	0	: 
"A,STKOP_NAT,G3000,TJ_GCV,IT"	505353.638	603676.745	621073.015
"A,STKOP_NAT,G3000,TJ_GCV,LI"	0	0	: 
"A,STKOP_NAT,G3000,TJ_GCV,LT"	3126	3851	1503
"A,STKOP_NAT,G3000,TJ_GCV,LU"	0	0	0
"A,STKOP_NAT,G3000,TJ_GCV,LV"	442.72	370.96	416.544
"A,STKOP_NAT,G3000,TJ_GCV,MD"	537	3363.9	793.2
"A,STKOP_NAT,G3000,TJ_GCV,ME"	0	0	0
"A,STKOP_NAT,G3000,TJ_GCV,MK"	43.812	44.044	40.177
"A,STKOP_NAT,G3000,TJ_GCV,MT"	2341.458	2365.005	1314.352
"A,STKOP_NAT,G3000,TJ_GCV,NL"	175747.642	389160.771	421244.874
"A,STKOP_NAT,G3000,TJ_GCV,NO"	7112.299	6764.791	6419.467
"A,STKOP_NAT,G3000,TJ_GCV,PL"	121360.462	142130.06	151943.09
"A,STKOP_NAT,G3000,TJ_GCV,PT"	15058.165	23988.419	19612.702
"A,STKOP_NAT,G3000,TJ_GCV,RO"	61801.282	93503.774	100263.05
"A,STKOP_NAT,G3000,TJ_GCV,RS"	7119.583	21557.703	26817.371
"A,STKOP_NAT,G3000,TJ_GCV,SE"	2.472	732.613	1529.2
"A,STKOP_NAT,G3000,TJ_GCV,SI"	0	0	0
"A,STKOP_NAT,G3000,TJ_GCV,SK"	71790	139719	151185
"A,STKOP_NAT,G3000,TJ_GCV,TR"	73320.37	204331.16	208465.69
"A,STKOP_NAT,G3000,TJ_GCV,UA"	493251.024	: 	: 
"A,STKOP_NAT,G3000,TJ_GCV,UK"	: 	: 	: 
"A,STKOP_NAT,G3000,TJ_GCV,XK"	0	0	0
			
			
			
			
			
			
"A,STKCL - stock closing, held abroad"			
"A,STKOP - opening stock, held abroad"			
